title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Sonu Ke Titu Ki Sweety,tt7581902,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg/220px-Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sonu_Ke_Titu_Ki_Sweety,Sonu Ke Titu Ki Sweety,Sonu Ke Titu Ki Sweety,0,2018,138,Comedy|Romance,7.1,17378,"We have always been told that ""Marriage"" is a marriage between two families. 'Sonu ke Titu ki Sweety' explores the new age version of the same belief where ""Marriage"" is a marriage between two friend circles. What happens when you decide to get married  but your best friend and your girlfriend can't see eye to eye. Sonu and Titu are childhood friends. Titu has always been a naïve lover  who falls in love easily and Sonu has always had to step in to save him. But Sweety is the perfect bride and Titu is head over heels in love with her. Sonu's instinct to protect Titu at whatever cost  makes him feel that she's too good to be true. What ensues is a war between the best friend and the bride to be. While Sweety is trying to impress Titu and the family alike  Sonu is out to sabotage the utopian romance.",Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.,,Kartik Aaryan|Nushrat Bharucha|Sunny Singh Nijjar|Alok Nath|Madhumalti Kapoor|Ishita Raj|Pawan Chopra|Ayesha Raza|Deepika Amin|Rajesh Jais|Virendra Saxena|,4 wins & 9 nominations,23 February 2018 (USA)
Hate Story 4,tt5325684,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hate_Story_4_Official_Poster.jpg/220px-Hate_Story_4_Official_Poster.jpg,https://en.wikipedia.org/wiki/Hate_Story_4,Hate Story IV,Hate Story IV,0,2018,131,Crime|Drama|Thriller,3.3,1203,London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with Rishma whose also looking after his business.Rajveer is a womanizer and professional photographer who approaches Taasha to be the model of their campaign.Taasha soon becomes a star and both brothers fall in love with her.Which leads Aryan to murder Rishma after she finds about his relationship with Taasha.After Aaryan and Taasha dispose Rishma's body it is reveled that Taasha is not who she claims and has come to revenge against Khurana's.,London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with ...                    ,Hate is coming.,Lee Byford|Urvashi Rautela|Gulshan Grover|Vaunisha Kapoor|Lee Nicholas Harris|Ty Hurley|Komal Chhabria|Shaad Randhawa|Atul Sharma|Manoj Anand|Daniel Eghan|Tia Bajpai|Vivan Bhatena|Swaylee Loughnane|,,9 March 2018 (India)
Dil Juunglee,tt6071752,https://upload.wikimedia.org/wikipedia/en/8/8d/Dil_Juunglee.jpg,https://en.wikipedia.org/wiki/Dil_Juunglee,Dil Juunglee,Dil Juunglee,0,2018,124,Comedy|Romance,4,289,The movie is a romantic comedy that displays the ups and downs in Sumit and Karol's relationship.,The movie is a romantic comedy that displays the ups and downs in Sumit and Karol's relationship.,,Taapsee Pannu|Saqib Saleem|Nidhi Singh|Srishti Shrivastava|Ayesha Kaduskar|Abhilash Thapliyal|Santosh Barmola|,,9 March 2018 (India)
3 Storeys,tt4552546,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/3_Storeys_-_Movie_Poster.jpg/220px-3_Storeys_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/3_Storeys,3 Storeys,3 Storeys,0,2018,100,Drama,7.1,288,3 Storeys is an intriguing film full of twists and turns. Over the course of 3 acts  dark secrets and past regrets are revealed  and it becomes clear that life in this small community is not quite what it seems. Slated to release on 9th March 2018.,3 Storeys is an intriguing film full of twists and turns. Over the course of 3 acts  dark secrets and past regrets are revealed  and it becomes clear that life in this small community is ...                    ,,Aisha Ahmed|Tarun Anand|Richa Chadha|Gopal Das|Mallhar Goenka|Sharman Joshi|Saunskruti Kher|Omkar Kulkarni|Masumeh Makhija|Himanshu Malik|Himmat Mav|Ankit Rathi|Pulkit Samrat|Renuka Shahane|,,9 March 2018 (USA)
Raid (2018 film),tt7363076,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Ajay_Devgn%27s_Raid_poster.jpg/220px-Ajay_Devgn%27s_Raid_poster.jpg,https://en.wikipedia.org/wiki/Raid_(2018_film),Raid,Raid,0,2018,122,Action|Crime|Drama,7.4,13159,Set in the 80s in Uttar Pradesh  India  Raid is based on the true story of one of the most high profile raids the country has ever known. Amay Patnaik (Ajay Devgn)  an upright and no-nonsense Income Tax officer has already been transferred 49 times in the past seven years owing to his idealistic and courageous disposition to uncover tax frauds  hitting hard the pockets of many a big shot. When Patnaik is assigned the case of Tauji  a highly influential and feared man in Uttar Pradesh  little does he know that his unerring determination to bring Tauji to justice would culminate in the longest and most challenging raid of his career as also the history of the Income Tax Department of India. Would Amay succeed in the face of an increasingly stubborn and belligerent Tauji forms the crux of the story.,A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.,Heroes don't always come in uniform,Ajay Devgn|Saurabh Shukla|Ileana D'Cruz|Amit Sial|,2 wins & 3 nominations,16 March 2018 (India)
Hichki,tt6588966,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Hichki_-_Poster.jpg/220px-Hichki_-_Poster.jpg,https://en.wikipedia.org/wiki/Hichki,Hichki,Hichki,0,2018,116,Comedy|Drama,7.5,8129,Hichki is a story about a woman who turns her most daunting weakness into her biggest strength. Naina Mathur (Rani Mukerji) is an aspiring teacher who suffers from Tourette Syndrome. After several interviews and numerous rejections  she lands her dream job as a full-time teacher in one of the most elite schools in the city. However  she soon realises that the class she has been assigned comprises of defiant and impish students who can't seem to keep out of trouble. Despite a few initial hiccups  Naina must do whatever she can to ensure that her students realise their true potential  and defy all the odds against them.,Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength.,,Rani Mukerji|Sachin|Neeraj Kabi|Rohit Saraf|Jannat Zubair Rahmani|Harsh Mayar|Vikram Gokhale|Leena Acharya|Supriya Pilgaonkar|Ivan Rodrigues|Shivkumar Subramaniam|Asif Basra|Hussain Dalal|Riya Shukla|,4 nominations,23 March 2018 (USA)
Missing (2018 film),tt7384848,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Missing_film.jpg/220px-Missing_film.jpg,https://en.wikipedia.org/wiki/Missing_(2018_film),Missing,Missing,0,2018,120,Drama|Mystery|Thriller,5.7,1642,Sushant Dubey checks in at a beach resort of Mauritius late night with his lovely wife Aparna and three-year-old daughter  Titli  who has high fever. As Aparna wakes up the next morning  she is horrified to find Titli missing. The distressed couple goes from pillar to post in a vastly spread resort to search for her  but Titli seems to have disappeared. The police is informed and the most reputed police officer Ramkhilawan Buddu of the Mauritian police force enters the scene. Different people  different viewpoints  different versions about the child going missing turns into a cat and mouse game.,Sushant Dubey checks in at a beach resort of Mauritius late night with his lovely wife Aparna and three-year-old daughter  Titli  who has high fever. As Aparna wakes up the next morning  ...                    ,,Manoj Bajpayee|Tabu|Annu Kapoor|Rajesh Jais|Naveen Kaushik|Kali Prasad Mukherjee|Priyanka Setia|Jaswinder Gardner|Shruti Chandana|Ashu Sharma|V.M. Badola|Sudeep Sarangi|,,6 April 2018 (India)
Baaghi 2,tt6843812,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Baaghi_2_Official_Poster.jpg/220px-Baaghi_2_Official_Poster.jpg,https://en.wikipedia.org/wiki/Baaghi_2,Baaghi 2,Baaghi 2,0,2018,137,Action|Thriller,5,7657,Ronnie is serving in the Indian army.He gets a call from his former lover Neha as she is clueless about her missing daughter.Upon reaching Goa Ronnie sees that Neha is very disturbed by the event and cops are not taking the missing case seriously. Ronnie then starts his own investigation and finds that there is no truth in Neha's story as such thing never happened. But Neha is adamant that her daughter has been kidnapped.,A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa  India.,Rebel for love,Tiger Shroff|Disha Patani|Manoj Bajpayee|Randeep Hooda|Deepak Dobriyal|Prateik|Darshan Kumaar|,3 wins & 1 nomination,30 March 2018 (USA)
October (2018 film),tt7700730,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/October_%282018_film_poster%29.jpg/220px-October_%282018_film_poster%29.jpg,https://en.wikipedia.org/wiki/October_(2018_film),October,October,0,2018,115,Drama|Romance,7.5,11125,Dan (Varun Dhawan) is living the life of any carefree 21 year old  revolving around a bunch of friends and fellow hotel interns who feed off each other's everyday moments  their ups and downs. Shiuli (Banita Sandhu) is one such intern at the same hotel  who at times is at a receiving end of Dan's audaciousness. Life goes on until a sudden turn of events smashes Dan and Shiuli's lives together  into a bond that's unlike any 21 year olds. The emotional connection between them goes through a metamorphoses that brings out a form of love that's unlike any other eventually leading to an internal awakening. October is not a Love Story  but rather a story about love.,A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?,This is not a love story. This is a story about love.,Varun Dhawan|Banita Sandhu|Gitanjali Rao|Sahil Vedoliyaa|Isha Chaturvedi|Prateek Kapoor|Iteeva Pandey|Karamveer Kanwar|Ashish Ghosh|Rachica Oswal|,3 wins & 9 nominations,13 April 2018 (USA)
Mercury (film),tt7881558,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Mercury_film.jpg/220px-Mercury_film.jpg,https://en.wikipedia.org/wiki/Mercury_(2018_film),Mercury,Mercury,0,2018,106,Horror|Thriller,6.2,774,Five friends maimed from mercury poisoning try to cover up for an accident that left a man dead.,Five friends maimed from mercury poisoning try to cover up for an accident that left a man dead.,Silence is the most powerful scream,Prabhu Deva|Gajaraj|Ramya Nambeeshan|Indhuja Ravichandran|,,13 April 2018 (USA)
Beyond the Clouds (2017 film),tt3224288,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Beyond_The_Clouds_poster.jpg/220px-Beyond_The_Clouds_poster.jpg,https://en.wikipedia.org/wiki/Beyond_the_Clouds_(2017_film),Beyond the Clouds,Beyond the Clouds,0,2017,120,Drama|Family,6.9,1611,Teenager Amir is constantly dodging trouble while dealing drugs in the underbelly of Mumbai. Following a drug bust  he evades the cops and ends up on the doorstep of his estranged sister Tara. Complications from concealing Amir land Tara in jail  but she still sees her brother as her only hope of living in the outside world again. While their lives have been darkened by despair  hope may shine from beyond the clouds.,When on the run from the cops   Amir finds his estranged sister Tara  who in a bid to protect her brother lands up in jail. Their entire lives have been clouded by despair as unexpectedly the light shines on them from Beyond the Clouds.,,Ishaan Khattar|Malavika Mohanan|Goutam Ghose|Sharada|Tannishtha Chatterjee|Shashank Shende|Hema Singh|Akash Gopal|Dhwani Rajesh|Amruta Santosh Thakur|Shivam Pujari|,5 wins & 3 nominations,20 April 2018 (USA)
Nanu Ki Jaanu,tt7412738,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Nanu_ki_jaanu.jpg/220px-Nanu_ki_jaanu.jpg,https://en.wikipedia.org/wiki/Nanu_Ki_Jaanu,Nanu Ki Jaanu,Nanu Ki Jaanu,0,2018,133,Comedy|Drama|Horror,6.2,853,What happens when a crook who bullies others for a living is bullied in his own home? Welcome to Nanu Ki Jaanu - 2018's first madcap horror comedy about a crook dealing with a very singular situation - a ghost in love. Starring Abhay Deol and Patralekhaa in lead roles  expect lots of horror  tons of laughter and dare we say  love? You will not be ready for this roller coaster of emotions.,Nanu Ki Jaanu is a dark comedy  the story of which revolves around a Delhi land mafia agent (Abhay Deol) who tries to deal with the arrival of a ghost in his apartment.,,Abhay Deol|Patralekhaa Paul|Rajesh Sharma|Himani Shivpuri|Manu Rishi Chadha|Brijendra Kala|Shefali Rana|Sapna Choudhary|Shreya Narayan|Manoj Pahwa|Gurmeet Singh|Mahendra Shrivas|Reshma Khan|Spandan Chaturvedi|,,20 April 2018 (India)
Daas Dev,tt4979110,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Aur_Devdas,Daas Dev,Daas Dev,0,2018,140,Drama|Thriller,5.1,205,Daas Dev is a 2018 romantic-thriller  with an interesting  modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle  starring Rahul Bhat as Dev  the supremely talented Richa Chadda as Paro  and Aditi Rao Hydari as Chandni.,Daas Dev is a 2018 romantic-thriller  with an interesting  modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle  starring Rahul Bhat as Dev  the supremely talented Richa Chadda as Paro  and Aditi Rao Hydari as Chandni.,,Yogesh Raj Mishra|,,27 April 2018 (India)
Omerta (film),tt6978268,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Omerta_film.jpg/220px-Omerta_film.jpg,https://en.wikipedia.org/wiki/Omerta_(film),Omerta,Omerta,0,2017,98,Action|Biography|Crime,7,660,A recounting of the story of infamous British-born terrorist Ahmed Omar Saeed Sheikh  who kidnapped and murdered Wall Street Journal reporter Daniel Pearl in 2002.,A recounting of the story of infamous British-born terrorist Ahmed Omar Saeed Sheikh  who kidnapped and murdered Wall Street Journal reporter Daniel Pearl in 2002.,A Brief History of Terrorism,Rajkummar Rao|Rajesh Tailang|Satwant Kaur|,2 nominations,4 May 2018 (India)
Raazi,tt7098658,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Raazi_-_Poster.jpg/220px-Raazi_-_Poster.jpg,https://en.wikipedia.org/wiki/Raazi,Raazi,Raazi,0,2018,138,Action|Drama|Thriller,7.8,20289,Hidayat Khan is the son of an Indian freedom fighter and agent posing as an informant for the Pakistani government. He wishes to make his 20-year-old daughter Sehmat an agent and continue the family tradition of being in service to the country. Sehmat leaves college. She is hastily trained by senior RAW officer Khalid Mir. Her father uses his friendship with Brigadier Syed of the Pakistan Army to get Sehmat married to his son  Iqbal Syed  a military officer. Sehmat quickly settles into her married life  she falls in love with Iqbal. But everything starts to complicated.,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,An incredible true story,Alia Bhatt|Vicky Kaushal|Rajit Kapoor|Shishir Sharma|Ashwath Bhatt|Jaideep Ahlawat|Arif Zakaria|Amruta Khanvilkar|Kanwaljit Singh|Aman Vasishth|Veer Samra|Saloni|Deepak Saini|Sima Pari|,21 wins & 26 nominations,11 May 2018 (USA)
Hope Aur Hum,tt8324474,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Hope_Aur_Hum_-_Poster.jpg/220px-Hope_Aur_Hum_-_Poster.jpg,https://en.wikipedia.org/wiki/Hope_Aur_Hum,Hope Aur Hum,Hope Aur Hum,0,2018,96,Comedy|Drama|Family,6.4,289,A father obsessed with an old school copying machine wreaks havoc on the family  causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.,A father obsessed with an old school copying machine wreaks havoc on the family  causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.,,Naseeruddin Shah|Kabir Sajid|Virti Vaghani|Sonali Kulkarni|Aamir Bashir|Naveen Kasturia|Beena Banerjee|Neha Chauhan|Tina Sood|Pawan Mahendru|Purushotam Mulani|Deepak Kripalani|Abhishek G. Dixit|Santosh Patil|,,11 May 2018 (India)
High Jack (film),tt8175968,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/High_Jack_-_Poster.jpg/220px-High_Jack_-_Poster.jpg,https://en.wikipedia.org/wiki/High_Jack_(film),High Jack,High Jack,0,2018,102,Comedy,5.2,252,Rakesh  an out of luck DJ  has just found out that the gig he was to perform in Goa  has been canceled. He is in urgent requirement of money to save his Dad's clinic and in that desperation  partly agrees to carry a packet on his return flight to Delhi. He doesn't realise what's in the packet and the consequences. A bunch of devastated employees of an airline that is shutting down  decide to hijack it's last flight in a bid to recover some dues and to punish their employer. It's the same flight as DJ Rakesh's. With them are flying a bunch of interesting and some weird passengers. Things take a funny turn when people on the flight accidentally get high on the dope including the high jackers. As the plane loses it's direction  the fliers behave out of their minds  the flight turns into one big party...high in the sky.,Rakesh  an out of luck DJ  has just found out that the gig he was to perform in Goa  has been canceled. He is in urgent requirement of money to save his Dad's clinic and in that desperation...                    ,,Sumeet Vyas|Mantra Mugdh|Sonnalli Seygall|,,18 May 2018 (India)
